account_id,user_id,event_name,event_ts_utc,event_month,feature_name,metadata_json
acct_000020,acct_000020_owner,first_payment_received,2024-01-21T10:40:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000021,acct_000021_owner,signup,2024-02-13T14:38:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000021,acct_000021_owner,first_invoice_created,2024-02-17T14:38:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000021,acct_000021_owner,first_payment_received,2024-02-18T14:38:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000021,acct_000021_owner,app_integration_connected,2024-02-27T14:38:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000022,acct_000022_owner,signup,2024-09-01T18:46:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000022,acct_000022_owner,first_invoice_created,2024-09-08T18:46:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000022,acct_000022_owner,first_payment_received,2024-09-16T18:46:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000022,acct_000022_owner,app_integration_connected,2024-09-20T18:46:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000022,acct_000022_owner,feature_activated,2024-10-18T18:46:00+00:00,2024-10-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000023,acct_000023_owner,signup,2024-06-04T12:27:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000024,acct_000024_owner,signup,2024-01-24T19:16:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000024,acct_000024_owner,first_invoice_created,2024-01-27T19:16:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000024,acct_000024_owner,first_payment_received,2024-01-29T19:16:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000024,acct_000024_owner,app_integration_connected,2024-02-17T19:16:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000024,acct_000024_owner,feature_activated,2024-02-23T19:16:00+00:00,2024-02-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000025,acct_000025_owner,signup,2024-05-21T16:38:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000025,acct_000025_owner,first_invoice_created,2024-05-26T16:38:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000026,acct_000026_owner,signup,2024-06-25T10:34:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000027,acct_000027_owner,signup,2024-08-01T09:59:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000027,acct_000027_owner,first_invoice_created,2024-08-08T09:59:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000027,acct_000027_owner,first_payment_received,2024-08-09T09:59:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000027,acct_000027_owner,app_integration_connected,2024-08-12T09:59:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000027,acct_000027_owner,feature_activated,2024-08-19T09:59:00+00:00,2024-08-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000028,acct_000028_owner,signup,2024-04-02T11:56:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000028,acct_000028_owner,first_invoice_created,2024-04-07T11:56:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000028,acct_000028_owner,first_payment_received,2024-04-14T11:56:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000029,acct_000029_owner,signup,2024-08-03T20:34:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000029,acct_000029_owner,first_invoice_created,2024-08-04T20:34:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000029,acct_000029_owner,first_payment_received,2024-08-07T20:34:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000030,acct_000030_owner,signup,2024-08-18T10:16:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000030,acct_000030_owner,first_invoice_created,2024-08-24T10:16:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000030,acct_000030_owner,first_payment_received,2024-08-24T10:16:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000030,acct_000030_owner,app_integration_connected,2024-09-04T10:16:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000030,acct_000030_owner,feature_activated,2024-09-18T10:16:00+00:00,2024-09-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000031,acct_000031_owner,signup,2024-09-25T19:44:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000031,acct_000031_owner,first_invoice_created,2024-09-26T19:44:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000032,acct_000032_owner,signup,2024-07-22T18:23:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000032,acct_000032_owner,first_invoice_created,2024-07-31T18:23:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000032,acct_000032_owner,first_payment_received,2024-08-02T18:23:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000033,acct_000033_owner,signup,2024-02-08T11:04:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000034,acct_000034_owner,signup,2024-09-08T17:14:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000034,acct_000034_owner,first_invoice_created,2024-09-12T17:14:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000034,acct_000034_owner,first_payment_received,2024-09-13T17:14:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000034,acct_000034_owner,app_integration_connected,2024-09-21T17:14:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000034,acct_000034_owner,feature_activated,2024-10-07T17:14:00+00:00,2024-10-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000035,acct_000035_owner,signup,2024-01-08T09:57:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000035,acct_000035_owner,first_invoice_created,2024-01-12T09:57:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000035,acct_000035_owner,first_payment_received,2024-01-12T09:57:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000035,acct_000035_owner,app_integration_connected,2024-01-22T09:57:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000035,acct_000035_owner,feature_activated,2024-02-17T09:57:00+00:00,2024-02-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000035,acct_000035_owner,plan_upgrade,2024-04-04T09:57:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000036,acct_000036_owner,signup,2024-02-17T11:17:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000036,acct_000036_owner,first_invoice_created,2024-02-20T11:17:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000036,acct_000036_owner,first_payment_received,2024-02-20T11:17:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000037,acct_000037_owner,signup,2024-09-05T19:59:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000037,acct_000037_owner,first_invoice_created,2024-09-10T19:59:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000037,acct_000037_owner,first_payment_received,2024-09-12T19:59:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000038,acct_000038_owner,signup,2024-08-14T11:06:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000038,acct_000038_owner,first_invoice_created,2024-08-17T11:06:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000039,acct_000039_owner,signup,2024-06-14T14:29:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000040,acct_000040_owner,signup,2024-01-13T19:21:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000040,acct_000040_owner,first_invoice_created,2024-01-14T19:21:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000040,acct_000040_owner,first_payment_received,2024-01-21T19:21:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000040,acct_000040_owner,app_integration_connected,2024-01-30T19:21:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000040,acct_000040_owner,feature_activated,2024-02-20T19:21:00+00:00,2024-02-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000041,acct_000041_owner,signup,2024-04-07T16:28:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000041,acct_000041_owner,first_invoice_created,2024-04-17T16:28:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000041,acct_000041_owner,first_payment_received,2024-04-17T16:28:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000041,acct_000041_owner,app_integration_connected,2024-04-27T16:28:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000041,acct_000041_owner,feature_activated,2024-05-01T16:28:00+00:00,2024-05-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000042,acct_000042_owner,signup,2024-03-09T15:15:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000042,acct_000042_owner,first_invoice_created,2024-03-13T15:15:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000043,acct_000043_owner,signup,2024-09-04T08:41:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000043,acct_000043_owner,first_invoice_created,2024-09-05T08:41:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000044,acct_000044_owner,signup,2024-04-06T14:31:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000044,acct_000044_owner,first_invoice_created,2024-04-07T14:31:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000044,acct_000044_owner,first_payment_received,2024-04-09T14:31:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000044,acct_000044_owner,app_integration_connected,2024-04-20T14:31:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000044,acct_000044_owner,plan_upgrade,2024-07-09T14:31:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000045,acct_000045_owner,signup,2024-07-02T10:24:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000045,acct_000045_owner,first_invoice_created,2024-07-03T10:24:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000045,acct_000045_owner,first_payment_received,2024-07-07T10:24:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000046,acct_000046_owner,signup,2024-05-15T12:27:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000047,acct_000047_owner,signup,2024-04-10T11:03:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000048,acct_000048_owner,signup,2024-01-02T17:30:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000048,acct_000048_owner,first_invoice_created,2024-01-03T17:30:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000049,acct_000049_owner,signup,2024-09-03T10:04:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000049,acct_000049_owner,first_invoice_created,2024-09-11T10:04:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000049,acct_000049_owner,first_payment_received,2024-09-19T10:04:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000049,acct_000049_owner,app_integration_connected,2024-09-28T10:04:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000049,acct_000049_owner,feature_activated,2024-10-23T10:04:00+00:00,2024-10-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000049,acct_000049_owner,plan_upgrade,2024-11-15T10:04:00+00:00,2024-11-01,,"{""source"": ""simulation""}"
acct_000050,acct_000050_owner,signup,2024-07-04T17:15:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000050,acct_000050_owner,first_invoice_created,2024-07-14T17:15:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000050,acct_000050_owner,first_payment_received,2024-07-17T17:15:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000050,acct_000050_owner,app_integration_connected,2024-08-03T17:15:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000050,acct_000050_owner,plan_upgrade,2024-10-24T17:15:00+00:00,2024-10-01,,"{""source"": ""simulation""}"
acct_000051,acct_000051_owner,signup,2024-07-22T17:36:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000051,acct_000051_owner,first_invoice_created,2024-07-23T17:36:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000051,acct_000051_owner,first_payment_received,2024-07-28T17:36:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000051,acct_000051_owner,app_integration_connected,2024-08-07T17:36:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000051,acct_000051_owner,feature_activated,2024-08-19T17:36:00+00:00,2024-08-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000052,acct_000052_owner,signup,2024-04-22T19:20:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000052,acct_000052_owner,first_invoice_created,2024-04-30T19:20:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000052,acct_000052_owner,first_payment_received,2024-05-02T19:20:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000052,acct_000052_owner,app_integration_connected,2024-05-19T19:20:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000052,acct_000052_owner,plan_upgrade,2024-07-10T19:20:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000053,acct_000053_owner,signup,2024-07-05T18:41:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000053,acct_000053_owner,first_invoice_created,2024-07-09T18:41:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000053,acct_000053_owner,first_payment_received,2024-07-11T18:41:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000053,acct_000053_owner,app_integration_connected,2024-07-29T18:41:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000053,acct_000053_owner,feature_activated,2024-08-07T18:41:00+00:00,2024-08-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000054,acct_000054_owner,signup,2024-06-25T09:00:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000054,acct_000054_owner,first_invoice_created,2024-07-05T09:00:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000055,acct_000055_owner,signup,2024-02-18T11:32:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000055,acct_000055_owner,first_invoice_created,2024-02-24T11:32:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000055,acct_000055_owner,first_payment_received,2024-03-03T11:32:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000055,acct_000055_owner,app_integration_connected,2024-03-13T11:32:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000056,acct_000056_owner,signup,2024-06-03T11:23:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000056,acct_000056_owner,first_invoice_created,2024-06-10T11:23:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000056,acct_000056_owner,first_payment_received,2024-06-17T11:23:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000057,acct_000057_owner,signup,2024-08-18T19:19:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000057,acct_000057_owner,first_invoice_created,2024-08-22T19:19:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000057,acct_000057_owner,first_payment_received,2024-08-27T19:19:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000057,acct_000057_owner,app_integration_connected,2024-08-28T19:19:00+00:00,2024-08-01,,"{""source"": ""simulation""}"
acct_000057,acct_000057_owner,feature_activated,2024-09-20T19:19:00+00:00,2024-09-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000058,acct_000058_owner,signup,2024-02-05T12:07:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000058,acct_000058_owner,first_invoice_created,2024-02-15T12:07:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000058,acct_000058_owner,first_payment_received,2024-02-19T12:07:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000058,acct_000058_owner,app_integration_connected,2024-03-03T12:07:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000058,acct_000058_owner,feature_activated,2024-03-17T12:07:00+00:00,2024-03-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000059,acct_000059_owner,signup,2024-05-10T17:13:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000060,acct_000060_owner,signup,2024-05-17T15:16:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000060,acct_000060_owner,first_invoice_created,2024-05-19T15:16:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000060,acct_000060_owner,first_payment_received,2024-05-25T15:16:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000060,acct_000060_owner,app_integration_connected,2024-05-29T15:16:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000060,acct_000060_owner,feature_activated,2024-06-12T15:16:00+00:00,2024-06-01,bank_feed_sync,"{""source"": ""simulation""}"
acct_000061,acct_000061_owner,signup,2024-07-09T08:00:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000062,acct_000062_owner,signup,2024-05-06T19:28:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000062,acct_000062_owner,first_invoice_created,2024-05-12T19:28:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000062,acct_000062_owner,first_payment_received,2024-05-13T19:28:00+00:00,2024-05-01,,"{""source"": ""simulation""}"
acct_000063,acct_000063_owner,signup,2024-02-03T19:57:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000063,acct_000063_owner,first_invoice_created,2024-02-12T19:57:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000063,acct_000063_owner,first_payment_received,2024-02-16T19:57:00+00:00,2024-02-01,,"{""source"": ""simulation""}"
acct_000064,acct_000064_owner,signup,2024-06-19T16:09:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000064,acct_000064_owner,first_invoice_created,2024-06-29T16:09:00+00:00,2024-06-01,,"{""source"": ""simulation""}"
acct_000064,acct_000064_owner,first_payment_received,2024-07-04T16:09:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000064,acct_000064_owner,app_integration_connected,2024-07-20T16:09:00+00:00,2024-07-01,,"{""source"": ""simulation""}"
acct_000064,acct_000064_owner,plan_upgrade,2024-09-28T16:09:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000065,acct_000065_owner,signup,2024-01-10T13:57:00+00:00,2024-01-01,,"{""source"": ""simulation""}"
acct_000066,acct_000066_owner,signup,2024-04-22T11:42:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000066,acct_000066_owner,first_invoice_created,2024-04-29T11:42:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
acct_000067,acct_000067_owner,signup,2024-09-14T17:47:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000067,acct_000067_owner,first_invoice_created,2024-09-18T17:47:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000067,acct_000067_owner,first_payment_received,2024-09-19T17:47:00+00:00,2024-09-01,,"{""source"": ""simulation""}"
acct_000068,acct_000068_owner,signup,2024-03-06T14:01:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000068,acct_000068_owner,first_invoice_created,2024-03-09T14:01:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000068,acct_000068_owner,first_payment_received,2024-03-15T14:01:00+00:00,2024-03-01,,"{""source"": ""simulation""}"
acct_000068,acct_000068_owner,app_integration_connected,2024-04-04T14:01:00+00:00,2024-04-01,,"{""source"": ""simulation""}"
