account_id,month,mrr_start,mrr_end,plan_tier,status,feature_x_adopted_flag,is_new_customer,is_plan_upgrade,feature_adoption_lift_eligible,mrr_delta,bridge_component
acct_000003,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000003,2025-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000004,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-07-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-08-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000004,2024-09-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000004,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000004,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000004,2024-12-01,49.0,99.0,growth,active,0,0,1,0,50.0,Plan Upgrade
acct_000004,2025-01-01,99.0,99.0,growth,active,0,0,0,0,0.0,Other/Residual
acct_000004,2025-02-01,99.0,99.0,growth,active,0,0,0,0,0.0,Other/Residual
acct_000004,2025-03-01,99.0,99.0,growth,active,0,0,0,0,0.0,Other/Residual
acct_000004,2025-04-01,99.0,99.0,growth,active,0,0,0,0,0.0,Other/Residual
acct_000004,2025-05-01,99.0,99.0,growth,active,0,0,0,0,0.0,Other/Residual
acct_000004,2025-06-01,99.0,99.0,growth,active,0,0,0,0,0.0,Other/Residual
acct_000005,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-07-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000005,2024-08-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000005,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000005,2025-06-01,49.0,0.0,free,churned,0,0,0,0,-49.0,Other/Residual
acct_000006,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000006,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000006,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000006,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000006,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000006,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000006,2024-07-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000006,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000006,2025-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000007,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000007,2024-02-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000007,2024-03-01,49.0,64.0,starter,active,1,0,0,1,15.0,Feature Adoption Lift
acct_000007,2024-04-01,64.0,64.0,starter,active,1,0,0,0,0.0,Other/Residual
acct_000007,2024-05-01,64.0,49.0,starter,active,1,0,0,0,-15.0,Other/Residual
acct_000007,2024-06-01,49.0,49.0,starter,active,1,0,0,0,0.0,Other/Residual
acct_000007,2024-07-01,49.0,49.0,starter,active,1,0,0,0,0.0,Other/Residual
acct_000007,2024-08-01,49.0,49.0,starter,active,1,0,0,0,0.0,Other/Residual
acct_000007,2024-09-01,49.0,49.0,starter,active,1,0,0,0,0.0,Other/Residual
acct_000007,2024-10-01,49.0,0.0,free,churned,1,0,0,0,-49.0,Other/Residual
acct_000007,2024-11-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2024-12-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2025-01-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2025-02-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2025-03-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2025-04-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2025-05-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000007,2025-06-01,0.0,0.0,free,churned,1,0,0,0,0.0,Other/Residual
acct_000008,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000008,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000008,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000008,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000008,2024-05-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000008,2024-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2024-07-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000008,2025-03-01,49.0,0.0,free,churned,0,0,0,0,-49.0,Other/Residual
acct_000008,2025-04-01,0.0,0.0,free,churned,0,0,0,0,0.0,Other/Residual
acct_000008,2025-05-01,0.0,0.0,free,churned,0,0,0,0,0.0,Other/Residual
acct_000008,2025-06-01,0.0,0.0,free,churned,0,0,0,0,0.0,Other/Residual
acct_000009,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000009,2024-02-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000009,2024-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-07-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000009,2025-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000010,2024-02-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000010,2024-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-07-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000010,2025-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000011,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-07-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-08-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-09-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-10-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-11-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2024-12-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2025-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2025-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2025-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2025-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2025-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000011,2025-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000012,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000012,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000012,2024-03-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000012,2024-04-01,49.0,64.0,starter,active,1,0,0,1,15.0,Feature Adoption Lift
acct_000012,2024-05-01,64.0,64.0,starter,active,1,0,0,0,0.0,Other/Residual
acct_000012,2024-06-01,64.0,99.0,growth,active,1,0,1,0,35.0,Plan Upgrade
acct_000012,2024-07-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2024-08-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2024-09-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2024-10-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2024-11-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2024-12-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2025-01-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2025-02-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2025-03-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2025-04-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2025-05-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000012,2025-06-01,99.0,99.0,growth,active,1,0,0,0,0.0,Other/Residual
acct_000013,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000013,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000013,2024-03-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000013,2024-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-07-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000013,2025-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000014,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000014,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000014,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000014,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000014,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000014,2024-07-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000014,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000014,2025-03-01,49.0,0.0,free,churned,0,0,0,0,-49.0,Other/Residual
acct_000014,2025-04-01,0.0,0.0,free,churned,0,0,0,0,0.0,Other/Residual
acct_000014,2025-05-01,0.0,0.0,free,churned,0,0,0,0,0.0,Other/Residual
acct_000014,2025-06-01,0.0,0.0,free,churned,0,0,0,0,0.0,Other/Residual
acct_000015,2024-01-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000015,2024-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-07-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-08-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000015,2025-06-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000016,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-07-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-08-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-09-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-10-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-11-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2024-12-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2025-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2025-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2025-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2025-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2025-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000016,2025-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-01-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-02-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-03-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-04-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-05-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-06-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-07-01,0.0,0.0,free,prospect,0,0,0,0,0.0,Other/Residual
acct_000017,2024-08-01,0.0,49.0,starter,active,0,1,0,0,49.0,New Customers
acct_000017,2024-09-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2024-10-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2024-11-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2024-12-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2025-01-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2025-02-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2025-03-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2025-04-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
acct_000017,2025-05-01,49.0,49.0,starter,active,0,0,0,0,0.0,Other/Residual
